booth_number,company_name,show_type,product_name,company_url,country,country_code,country_code_lower,flag_url
2G-32,"Pharma Planning Co., Ltd.",Ingredients,not provided,detail.php?exid=C16150477&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-32,"Pharma Planning Co., Ltd.",Ingredients,not provided,detail.php?exid=C16150477&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1C-11,"PharmaBlock Sciences (Nanjing), Inc.",Ingredients,not provided,detail.php?exid=CF25149084&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2C-31,PHT,Ingredients,not provided,detail.php?exid=F20165937&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1E-04,PI Health Sciences Ltd.,Outsourcing,not provided,detail.php?exid=CF24169650&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1E-04,PI Health Sciences Ltd.,Outsourcing,not provided,detail.php?exid=CF24169650&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1E-04,PI Health Sciences Ltd.,Outsourcing,not provided,detail.php?exid=CF24169650&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1C-32,Piramal Pharma Solutions,Outsourcing,not provided,detail.php?exid=CF22133041&sidSuffix=s20260203221243470&previous=,USA,US,us,https://flagcdn.com/w40/us.png
1C-32,Piramal Pharma Solutions,Outsourcing,not provided,detail.php?exid=CF22133041&sidSuffix=s20260203221243470&previous=,USA,US,us,https://flagcdn.com/w40/us.png
1C-32,Piramal Pharma Solutions,Outsourcing,not provided,detail.php?exid=CF22133041&sidSuffix=s20260203221243470&previous=,USA,US,us,https://flagcdn.com/w40/us.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Advanced Therapy Medicinal Products CRO &,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Advanced Therapy Medicinal Products CRO &,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Advanced Therapy Medicinal Products CRO &,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Biologics and Conjugates CDMO Services,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Biologics and Conjugates CDMO Services,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Biologics and Conjugates CDMO Services,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Small Molecules CDMO Services,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Small Molecules CDMO Services,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Small Molecules CDMO Services,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Tides CDMO Services,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Tides CDMO Services,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-38,Porton Pharma Solutions Ltd.,Outsourcing,Tides CDMO Services,detail.php?exid=CF23118540&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3A-10,PProlife Bio Chemical Industries Pvt. Ltd.,Ingredients,not provided,detail.php?exid=CF21165656&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1J-26,Pratap Organics Pvt. Ltd.,Ingredients,"BROMINE DERIVATIVES, PHASE TRANSFER",detail.php?exid=C14019005&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1J-26,Pratap Organics Pvt. Ltd.,Ingredients,"BROMINE DERIVATIVES, PHASE TRANSFER",detail.php?exid=C14019005&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1J-26,Pratap Organics Pvt. Ltd.,Ingredients,"BROMINE DERIVATIVES, PHASE TRANSFER",detail.php?exid=C14019005&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1H-02,"Prince Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26105580&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png
1G-41,"Qi-Chem Co.,Ltd.",Ingredients,not provided,detail.php?exid=C14018878&sidSuffix=s20260203221243470&previous=,NA,TW,tw,NA
2J-25,"Qingdao Bright Moon Seaweed Group Co.,Ltd",Ingredients,not provided,detail.php?exid=CF24163603&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2K-21,"Qingdao Kingway Pharmtech Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF24143870&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3A-06,"Qingdao Union Fine Chemical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26125956&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1C-31,Quotient Sciences,Outsourcing,not provided,detail.php?exid=CF24168686&sidSuffix=s20260203221243470&previous=,UNITED KINGDOM,GB,gb,https://flagcdn.com/w40/gb.png
1C-31,Quotient Sciences,Outsourcing,not provided,detail.php?exid=CF24168686&sidSuffix=s20260203221243470&previous=,UNITED KINGDOM,GB,gb,https://flagcdn.com/w40/gb.png
1C-31,Quotient Sciences,Outsourcing,not provided,detail.php?exid=CF24168686&sidSuffix=s20260203221243470&previous=,UNITED KINGDOM,GB,gb,https://flagcdn.com/w40/gb.png
3A-08,R L FINE CHEM PVT LTD,Ingredients,not provided,detail.php?exid=CF26107752&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
1C-50,"RAPHAS JAPAN CO.,LTD.",Outsourcing,not provided,detail.php?exid=CF26192279&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1B-21,Recipharm,Outsourcing,Development & manufacture - drug delivery,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Development & manufacture - drug delivery,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Development & manufacture - drug delivery,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Formulation Development,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Formulation Development,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Formulation Development,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Integrated technology platform,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Integrated technology platform,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Integrated technology platform,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Drug Product,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Drug Product,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Drug Product,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Drug Substance,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Drug Substance,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
1B-21,Recipharm,Outsourcing,Drug Substance,detail.php?exid=CF24132486&sidSuffix=s20260203221243470&previous=,SWEDEN,SE,se,https://flagcdn.com/w40/se.png
3F-10,REPORT OCEAN,Bio Pharma,not provided,detail.php?exid=CF26110872&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
3F-11,"Ricoh Biosciences, K.K.",Bio Pharma,not provided,detail.php?exid=CF26170694&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3F-11,"Ricoh Company, Ltd.",Bio Pharma,not provided,detail.php?exid=CF22100828&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1J-42,"RIVERSON & CO., LTD.",Ingredients,not provided,detail.php?exid=C14016327&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1J-42,"RIVERSON & CO., LTD.",Ingredients,not provided,detail.php?exid=C14016327&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1J-42,"RIVERSON & CO., LTD.",Ingredients,not provided,detail.php?exid=C14016327&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2A-43,Rockwood Lithium Japan K.K.,Ingredients,not provided,detail.php?exid=CF26120512&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3E-31,Rommelag,Machinery/Equipment,not provided,detail.php?exid=C16128511&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png
2D-23,SAGAR LIFE SCIENCES Pvt Ltd,Ingredients,not provided,detail.php?exid=CF24134005&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1D-28,Sai Life Sciences,Outsourcing,not provided,detail.php?exid=C14016863&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1D-28,Sai Life Sciences,Outsourcing,not provided,detail.php?exid=C14016863&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3F-45,Sainor Laboratories Pvt.Ltd.,Ingredients,not provided,detail.php?exid=CF23160049&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3F-45,Sainor Laboratories Pvt.Ltd.,Ingredients,not provided,detail.php?exid=CF23160049&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3E-42,Salvavidas Pharmaceutical Pvt Ltd,Ingredients,Cabozantinib S-Maleate,detail.php?exid=CF25183906&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3E-42,Salvavidas Pharmaceutical Pvt Ltd,Ingredients,Etomidate,detail.php?exid=CF25183906&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3E-42,Salvavidas Pharmaceutical Pvt Ltd,Ingredients,Gemcitabine hydrochloride,detail.php?exid=CF25183906&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3E-42,Salvavidas Pharmaceutical Pvt Ltd,Ingredients,Levo Salbutamol Sulfate,detail.php?exid=CF25183906&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3E-42,Salvavidas Pharmaceutical Pvt Ltd,Ingredients,Salbutamol Sulphate,detail.php?exid=CF25183906&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
2B-03,SANTAI CORPORATION,Ingredients,not provided,detail.php?exid=CF24134793&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2G-39,"SANYO FINE CO., LTD.",Ingredients,not provided,detail.php?exid=CF23149900&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-39,"SANYO FINE CO., LTD.",Ingredients,not provided,detail.php?exid=CF23149900&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3F-35,Sartorius Stedim Japan K.K.,Machinery/Equipment,not provided,detail.php?exid=CF26128899&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3H-27,SCIEX,Bio Pharma,not provided,detail.php?exid=C14018888&sidSuffix=s20260203221243470&previous=,NA,US,us,NA
2C-01,Scimplify Japan Inc.,Ingredients,not provided,detail.php?exid=CF22189824&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2F-07,"ScinoPharm Taiwan, Ltd.",Ingredients,not provided,detail.php?exid=C17198252&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png
2F-07,"ScinoPharm Taiwan, Ltd.",Ingredients,not provided,detail.php?exid=C17198252&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png
3H-31,SCRUM Inc.,Machinery/Equipment,not provided,detail.php?exid=CF24146443&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3H-31,SCRUM Inc.,Machinery/Equipment,not provided,detail.php?exid=CF24146443&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3H-31,SCRUM Inc.,Machinery/Equipment,not provided,detail.php?exid=CF24146443&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1J-22,"SEKISUI MEDICAL CO., LTD.",Ingredients,not provided,detail.php?exid=C14017176&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1J-22,"SEKISUI MEDICAL CO., LTD.",Ingredients,not provided,detail.php?exid=C14017176&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1J-22,"SEKISUI MEDICAL CO., LTD.",Ingredients,not provided,detail.php?exid=C14017176&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-43,Shandong Biocom Pharmaceutical Co. Ltd,Ingredients,not provided,detail.php?exid=CF26189343&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
4Z-34,"SHANDONG BOYUAN PHARMACEUTICAL CO.,LTD.",Ingredients,not provided,detail.php?exid=CF23153830&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1C-08,Shandong Chenghui Shuangda Pharmaceutical,Ingredients,not provided,detail.php?exid=CF25140769&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1C-26,"SHANDONG DYCK BIOTECH CO.,LTD",Ingredients,not provided,detail.php?exid=CF24110895&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1B-10,"Shandong Huihai Pharmaceutical and Chemical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26161682&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1A-26,"Shandong Keyuan Pharmaceutical Co., Ltd.",Outsourcing,not provided,detail.php?exid=CF24149763&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1A-26,"Shandong Keyuan Pharmaceutical Co., Ltd.",Outsourcing,not provided,detail.php?exid=CF24149763&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1H-45,"SHANDONG OUCHEM CO., LTD.",Ingredients,not provided,detail.php?exid=CF25188104&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3C-21,"Shandong Shining Pharm Co., Ltd.",Ingredients,not provided,detail.php?exid=CF24138550&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2K-31,Shandong Xingshun New Material Co Ltd,Ingredients,not provided,detail.php?exid=CF26186390&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3A-22,"Shandong Yanggu Liya New Material Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26158584&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2B-01,Shanghai Chemspec Corporation,Ingredients,"(1R,4S)-7-(hydroxymethyl)bicyclo[2.2.1]",detail.php?exid=C14016626&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2B-01,Shanghai Chemspec Corporation,Ingredients,(2-(chloromethoxy)ethyl)trimethylsilane,detail.php?exid=C14016626&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2B-01,Shanghai Chemspec Corporation,Ingredients,(2-chloro-5-(trifluoromethyl)phenyl)methanol,detail.php?exid=C14016626&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2B-01,Shanghai Chemspec Corporation,Ingredients,(2-chlorophenyl)(4-chlorophenyl)(pyrimidin-,detail.php?exid=C14016626&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2B-01,Shanghai Chemspec Corporation,Ingredients,(2-chlorophenyl)(4-chlorophenyl)(pyrimidin-,detail.php?exid=C14016626&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2H-24,"Shanghai Chenpu Biotech Co., Ltd.",Ingredients,not provided,detail.php?exid=CF24199097&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1H-44,"Shanghai Domen International Co., Ltd.",Ingredients,not provided,detail.php?exid=F17161933&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1C-24,"Shanghai Eyougene Biotechnology Development Co., Ltd.",Outsourcing,not provided,detail.php?exid=CF26162607&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2J-27,"Shanghai Fuxin Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF25189408&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1E-42,"Shanghai Haoyuan Chemexpress Co., Ltd.",Ingredients,not provided,detail.php?exid=C20179424&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1E-01,"Shanghai Hohance Chemical Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF25143322&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2J-45,"SHANGHAI JSD NEW MEDICAL MATERIAL CO.,LTD.",Formulation ＆ Packaging,not provided,detail.php?exid=CF26194020&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-36,Shanghai Pharma Group Changzhou Kony Pharmaceutical,Ingredients,not provided,detail.php?exid=C17117977&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2K-20,"Shanghai Rui Yun Chemical Technology Co., Ltd",Ingredients,not provided,detail.php?exid=CF25175036&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2G-02,"Shanghai Sinofluoro Chemicals Co., Ltd.",Ingredients,2-Bromoheptafluoropropane intermediates,detail.php?exid=C14018260&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2G-02,"Shanghai Sinofluoro Chemicals Co., Ltd.",Ingredients,2-Bromoheptafluoropropane intermediates,detail.php?exid=C14018260&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2G-02,"Shanghai Sinofluoro Chemicals Co., Ltd.",Ingredients,Methylpentafluoropropionate other active,detail.php?exid=C14018260&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2G-02,"Shanghai Sinofluoro Chemicals Co., Ltd.",Ingredients,Methylpentafluoropropionate other active,detail.php?exid=C14018260&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3B-22,"Shanghai Tajilin Industrial Co.,Ltd",Ingredients,not provided,detail.php?exid=CF25105324&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2K-20,"Shanghai Record Pharmaceutials Co,.Ltd",Ingredients,not provided,detail.php?exid=CF25176060&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2H-26,"Shanxi Xintianyuan Pharmaceutical Co., Ltd",Ingredients,not provided,detail.php?exid=C14018056&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3A-20,"Shaoxing Zejun Pharmaceuticals Co., Ltd",Ingredients,not provided,detail.php?exid=CF26110022&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3A-36,Shenyang Photosensitive Chemical Research Institute,Ingredients,not provided,detail.php?exid=CF25151646&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3C-29,"Shenzhen China Resources Gosun Pharmaceuticals Co., Ltd",Ingredients,not provided,detail.php?exid=CF24175699&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1A-01,"Shenzhen JYMed Technology Co.,Ltd.",Outsourcing,not provided,detail.php?exid=CF24189151&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3C-22,"Shijiazhuang Jirong Pharmaceutical Co.,Ltd",Ingredients,not provided,detail.php?exid=CF24185639&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3F-44,"Shijiazhuang Lonzeal Pharmaceuticals Co., Ltd",Ingredients,not provided,detail.php?exid=CF25115802&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3D-36,Shilpa Medicare,Ingredients,not provided,detail.php?exid=CF23162124&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1J-37,"Shima Trading Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF24165393&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1F-38,"Shin Nippon Yakugyo Co., Ltd.",Ingredients,"Development, Import & Sales",detail.php?exid=C14014662&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-38,"Shin Nippon Yakugyo Co., Ltd.",Ingredients,"Development, Import & Sales",detail.php?exid=C14014662&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-38,"Shin Nippon Yakugyo Co., Ltd.",Ingredients,GMP Warehouse,detail.php?exid=C14014662&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-38,"Shin Nippon Yakugyo Co., Ltd.",Ingredients,GMP Warehouse,detail.php?exid=C14014662&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-38,"Shin Nippon Yakugyo Co., Ltd.",Ingredients,Quality Tests,detail.php?exid=C14014662&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-38,"Shin Nippon Yakugyo Co., Ltd.",Ingredients,Quality Tests,detail.php?exid=C14014662&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-38,"Shin Nippon Yakugyo Co., Ltd.",Ingredients,Various Pharmaceutical Registrations,detail.php?exid=C14014662&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-38,"Shin Nippon Yakugyo Co., Ltd.",Ingredients,Various Pharmaceutical Registrations,detail.php?exid=C14014662&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1J-35,"Shin-Etsu Chemical Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF22118641&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1B-26,"Shinritsu Chemical Co.,Ltd",Outsourcing,not provided,detail.php?exid=CF25123966&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1J-04,Shiono Finesse Ltd.,Ingredients,not provided,detail.php?exid=CF24117089&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1J-04,Shiono Finesse Ltd.,Ingredients,not provided,detail.php?exid=CF24117089&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1E-20,"Shionogi Pharma Co., Ltd.",Outsourcing,not provided,detail.php?exid=C14017484&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1E-20,"Shionogi Pharma Co., Ltd.",Outsourcing,not provided,detail.php?exid=C14017484&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1E-20,"Shionogi Pharma Co., Ltd.",Outsourcing,not provided,detail.php?exid=C14017484&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-22,"SHIRATORI PHARMACEUTICAL CO.,LTD.",Ingredients,not provided,detail.php?exid=C14016492&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2F-22,"SHIRATORI YAKUHIN Co., LTD.",Ingredients,not provided,not provided,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-22,"SHIRATORI YAKUHIN Co., LTD.",Ingredients,not provided,not provided,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-22,"SHIRATORI YAKUHIN Co., LTD.",Ingredients,not provided,not provided,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-42,SHL Medical,Formulation ＆ Packaging,not provided,detail.php?exid=CF23159629&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png
2G-42,SHL Medical,Formulation ＆ Packaging,not provided,detail.php?exid=CF23159629&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png
2G-42,SHL Medical,Formulation ＆ Packaging,not provided,detail.php?exid=CF23159629&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png
2D-44,"SHOKA PHARMACY CO.,LTD.",Ingredients,not provided,detail.php?exid=CF25142526&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3D-28,Shonan Health Innovation Park,Bio Pharma,not provided,detail.php?exid=CF22172479&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3D-28,Shonan Health Innovation Park,Bio Pharma,not provided,detail.php?exid=CF22172479&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3D-28,Shonan Health Innovation Park,Bio Pharma,not provided,detail.php?exid=CF22172479&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3C-35,"SHOUGUANG FUKANG PHARMACEUTICAL CO.,LTD.",Ingredients,not provided,detail.php?exid=C19176514&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
